#z=	1.4914		1.4914		
#r=	4487.62	4487.62	
#theta(rad)		[0-1]		
0.000000e+00	9.400116e-07	
1.780948e-03	9.400116e-07	
3.561896e-03	9.400116e-07	
5.342845e-03	9.400116e-07	
7.123793e-03	9.400116e-07	
8.904741e-03	9.400116e-07	
1.068569e-02	9.400116e-07	
1.246664e-02	9.400116e-07	
1.424759e-02	9.400116e-07	
1.602853e-02	9.400116e-07	
1.780948e-02	9.400116e-07	
1.959043e-02	9.400116e-07	
2.137138e-02	9.400116e-07	
2.315233e-02	9.400116e-07	
2.493328e-02	9.400116e-07	
2.671422e-02	9.400116e-07	
2.849517e-02	9.400116e-07	
3.027612e-02	9.400116e-07	
3.205707e-02	9.400116e-07	
3.383802e-02	9.400116e-07	
3.561896e-02	9.400116e-07	
3.739991e-02	9.400116e-07	
3.918086e-02	9.400116e-07	
4.096181e-02	9.400116e-07	
4.274276e-02	9.400116e-07	
4.452371e-02	9.400116e-07	
4.630465e-02	9.400116e-07	
4.808560e-02	9.400116e-07	
4.986655e-02	9.400116e-07	
5.164750e-02	9.400116e-07	
5.342845e-02	9.400116e-07	
5.520939e-02	9.400116e-07	
5.699034e-02	9.400116e-07	
5.877129e-02	9.400116e-07	
6.055224e-02	9.400116e-07	
6.233319e-02	9.400116e-07	
6.411414e-02	9.400116e-07	
6.589508e-02	9.400116e-07	
6.767603e-02	9.400116e-07	
6.945698e-02	9.400116e-07	
7.123793e-02	9.400116e-07	
7.301888e-02	9.400116e-07	
7.479983e-02	9.400116e-07	
7.658077e-02	9.400116e-07	
7.836172e-02	9.400116e-07	
8.014267e-02	9.400116e-07	
8.192362e-02	9.400116e-07	
8.370457e-02	9.400116e-07	
8.548551e-02	9.400116e-07	
8.726646e-02	9.400116e-07	
